,Title,Clean Title,Content,Clean Content,Rating,Sentiment,Target
88,Best Pair of Budget Headphones You Can Buy,best pair budget headphones buy,"I have been a serious techie in the past and had a sweet tooth for all things cutting edge AV. As I matured, i learned to live without the latest gadget, favouring a more need based approach. Let's face it, a lot of technology is a nice to have, not a must have.I, like most people, saw the appeal and allure of the Apple Airpods. Apple have a way of marketing their products to create the appearance of quality. Therefore I was sceptical of finding a comparable earbuds for a reasonable price.Oh how I was surprised. I read these reviews and was hopeful I had picked a decent pair.I got lucky. These earphones are really top notch. The sound quality is stunning full stop and the fit would in no way come loose (I suspect even up to high intensity use) IF fitted with the correct rubber buds and inserted fully into the ear. Without going this and, as previous reviews state, you lose a lot of the quality these have to offer.I have found if using You Tube Music, to get the most out of these phones",serious techie past sweet tooth things cutting edge av matured learned live without latest gadget favouring need based approach let us face lot technology nice must havei like people saw appeal allure apple airpods apple way marketing products create appearance quality therefore sceptical finding comparable earbuds reasonable priceoh surprised read reviews hopeful picked decent pairi got lucky earphones really top notch sound quality stunning full stop fit would way come loose suspect even high intensity use fitted correct rubber buds inserted fully ear without going previous reviews state lose lot quality offeri found using tube music get phones,5,Positive,2
89,Very good value,good value,"Overall these earbuds are very good value for what they cost.- For me the bass is a little too heavy (even as a fan of dance music) and the highs a little too tinny. But at a fraction of the price of mainstream earbuds such as AirPods (whose sound quality is nothing to write home about) these are a bargain.- sensitivity of the buds: I find that it’s hard to readjust these in your ear without accidentally pressing them and initiating “next” or “previous” track.- The packaging is very slick and “Apple”esque. The buds and case similarly well made and nice to hold.- Charging is ultra fast but I haven’t used them heavily to tell how fast the battery runs out.- Haven’t done a full rigorous workout in these. Initially they didn’t feel as if they would stay put, but found that they did not dislodge despite doing a few jumping jacks with them.Overall if you’re not too fussy about having the top tier sound quality and want a pair of wireless earbuds whilst running errands/gaming, these are extre",overall earbuds good value cost bass little heavy even fan dance music highs little tinny fraction price mainstream earbuds airpods whose sound quality nothing write home bargain sensitivity buds find hard readjust ear without accidentally pressing initiating next previous track packaging slick apple esque buds case similarly well made nice hold charging ultra fast used heavily tell fast battery runs done full rigorous workout initially feel would stay put found dislodge despite jumping jacks themoverall fussy top tier sound quality want pair wireless earbuds whilst running errandsgaming extre,4,Positive,2
90,Clear sound; comfortable fit,clear sound comfortable fit,"I bought these after my husband bought a pair (I let him be the guinea pig!) and although they're not a famous brand, they're perfect for me. They feel really comfortable even when I've been wearing them a long time (and I really like that they come with a few different buds to try and get the right fit). The bluetooth pairing worked immediately and I've had no issues with them communicating with either my Huawei phone or my iPad (although my husband had a couple of teething issues where the connection with his iPhone dropped, these just sorted themselves out after a couple of uses). The sound is crystal clear, whether I use one earbud or two. I haven't yet used them for a phone call, unfortunately, so I can't comment on this. The build of the case is a little plasticky-feeling, but it's strong enough and it charges the earbuds very quickly. I get a surprising amount of playback time when they're fully charged, too.Finally, it might not be relevant, but such a pretty colour!",bought husband bought pair let guinea pig although famous brand perfect feel really comfortable even wearing long time really like come different buds try get right fit bluetooth pairing worked immediately issues communicating either huawei phone ipad although husband couple teething issues connection iphone dropped sorted couple uses sound crystal clear whether use one earbud two yet used phone call unfortunately cannot comment build case little plastickyfeeling strong enough charges earbuds quickly get surprising amount playback time fully charged toofinally might relevant pretty colour,4,Positive,2
91,Great waterproof earbuds.,great waterproof earbuds,"Just in receipt of these, and must say for the price they have a quality feel about them. They connected with my Samsung phone without any problems.The sound is excellent. I watched an online review which said these aren't very loud and they preferred the T10's because they were louder. I don't know what this reviewers ears are like because I have it set on around a third of the volume and is plenty loud enough.The case is quality, magnets hold the buds in place and the buds lights turn red until charged. Only negative is that the buds are a little fiddle to remove due to the magnets and the buds having a shiny surface.The sound is very good. I'm not an audio freak so if they play my music and it sounds good to me, I'm happy, which they do.The touch controls are easy and responsive. Left or right, one press will play and pause. 2 presses left earbuds will play previous, 2 presses right earbuds will play next. Press and hold left is volume down, press and hold right is volume up. Likewi",receipt must say price quality feel connected samsung phone without problemsthe sound excellent watched online review said loud preferred t10s louder know reviewers ears like set around third volume plenty loud enoughthe case quality magnets hold buds place buds lights turn red charged negative buds little fiddle remove due magnets buds shiny surfacethe sound good audio freak play music sounds good happy dothe touch controls easy responsive left right one press play pause two presses left earbuds play previous two presses right earbuds play next press hold left volume press hold right volume likewi,5,Positive,2
92,These are amazing,amazing,"I have went threw and lost (or washed) apple ear pods that I decided to buy a cheap set of Amazon, I honestly can’t believe how good these are for the price! Really good noise, taps on ear pods work perfectly every time, love them!!",went threw lost washed apple ear pods decided buy cheap set amazon honestly cannot believe good price really good noise taps ear pods work perfectly every time love,5,Positive,2
93,Astonishingly good bass from such tiny buds!,astonishingly good bass tiny buds,"It's hard to believe these tiny buds can produce such bass sounds. In fact it's rather weird, because with full size speakers and woofers, you'd be feeling the pressure of the sounds in your chest, but all you experience with these are magnificent sounds in your head! If you don't believe me, try playing DERP by Bassjackers and MAKJ to experience just how deep the bass goes - incredible! - and at such a low price point too.I bought them to use in the hot tub as they're waterproof and because, being inserted well into the ear, they'd cancel out much of the noise of the tub - and they do - but now I won't be using anything else. Add the convenience of wireless charging, automatic pairing and the ability to use one bud at a time for mono listening, of Audio books for instance, while the other is charging and you need never run out of battery. Highly recommended!Update. I accidentally left these in their pod in a trouser pocket and they went through a complete hot wash and dry cycle. Feari",hard believe tiny buds produce bass sounds fact rather weird full size speakers woofers would feeling pressure sounds chest experience magnificent sounds head believe try playing derp bassjackers makj experience deep bass goes incredible low price point tooi bought use hot tub waterproof inserted well ear would cancel much noise tub using anything else add convenience wireless charging automatic pairing ability use one bud time mono listening audio books instance charging need never run battery highly recommendedupdate accidentally left pod trouser pocket went complete hot wash dry cycle feari,5,Positive,2
94,Brilliant earphones,brilliant earphones,"Pros:- Nice packaging, a lot of different sized tips included.- Case is nicely sized, fits comfortably into even small pockets without protruding like a sore thumb.- Good and comfortable fit on the earphones.- Very good balance on sound quality. Enough bass to hear drops, but not overpowering. Clear high end without excessive boost.- Earphones drop into the case with a guaranteed connection and can be easily taken out. The hinge is very smooth, almost like a fidget toy.- Almost no latency, can watch Netflix without noticeable delay.- Battery life is good.- Controls are easy to operate, but won't engage accidentally when adjusting. The hold-to-change-volume is brilliant when running.- Pretty solid connection so far.- Loud output. Where I usually keep my phone volume around 60% with most headphones, I keep these at around 20% for the same volume.Cons:- Case charge LEDs can be difficult to make out in direct sunlight.- No indication on charging progress of earphones (except for a red LED ",pros nice packaging lot different sized tips included case nicely sized fits comfortably even small pockets without protruding like sore thumb good comfortable fit earphones good balance sound quality enough bass hear drops overpowering clear high end without excessive boost earphones drop case guaranteed connection easily taken hinge smooth almost like fidget toy almost latency watch netflix without noticeable delay battery life good controls easy operate engage accidentally adjusting holdtochangevolume brilliant running pretty solid connection far loud output usually keep phone volume around sixty headphones keep around twenty volumecons case charge leds difficult make direct sunlight indication charging progress earphones except red led,5,Positive,2
95,"Overall a good purchase, with some reservations",overall good purchase reservations,"This is overall a good product, with fantastic audio quality and build. However I do have a few concerns:1. Taking out the earbuds out of the casing can be challenging. The top of the earbuds that one would use to hold and pull the earbuds out, is smooth and slippery, which makes it harder to grip. Ideally the top bit should have been angled or had some edges to make gripping easier.2. Batter life is not as great as promoted. It roughly lasts around 3 hours with continuous play.3. There are times if one of the earbud is used and the other earbud is at certain angle or location, the audio breaks. Probably due to some interference.Overall its a good product, however the pebble stone shape could be improved to have a better grip while holding or taking the earbuds out of the casing.The touch system on the earbuds is quite sensitive, which results in unintentional playback interruption. I would not say it is a fault, as the vendor would probably wanted to make a smoother touch experience, ",overall good product fantastic audio quality build however concerns1 taking earbuds casing challenging top earbuds one would use hold pull earbuds smooth slippery makes harder grip ideally top bit angled edges make gripping easier2 batter life great promoted roughly lasts around three hours continuous play3 times one earbud used earbud certain angle location audio breaks probably due interferenceoverall good product however pebble stone shape could improved better grip holding taking earbuds casingthe touch system earbuds quite sensitive results unintentional playback interruption would say fault vendor would probably wanted make smoother touch experience,4,Positive,2
96,"Comfy with great sound, and cost effective",comfy great sound cost effective,"I have been debating getting wireless in ear for a while now and as Tozo had an offering and my experience of their other products is brilliant, I gave them a go. So glad I did. The kit is neatly packaged and comes with 3 sizes of ear piece. I have left the ones installed in as they seem to fit best. I find this one of the biggest pros in purchasing these earbuds. We are not a one size fits all and the fruit based manufacturer of over priced ear buds would do well to remember this. Second decent pro for me is the shape and fit. Nothing hanging down outside of your ear, and a really comfortable fit. Third pro (price vs sound quality). At this price you expect the sound to be average, which it is not. Good bass and level on the high end too. I tried varying types of music to get a a decent sample size and it was great across all genres. At this price you can’t go wrong. Fourth pro, they are easy to operate. The instructions that come with the product are clear and easy to follow, but as ",debating getting wireless ear tozo offering experience products brilliant gave go glad kit neatly packaged comes three sizes ear piece left ones installed seem fit best find one biggest pros purchasing earbuds one size fits fruit based manufacturer priced ear buds would well remember second decent pro shape fit nothing hanging outside ear really comfortable fit third pro price vs sound quality price expect sound average good bass level high end tried varying types music get decent sample size great across genres price cannot go wrong fourth pro easy operate instructions come product clear easy follow,5,Positive,2
97,"Great performance, nice stable fit and superb value!",great performance nice stable fit superb value,"I really like these earbuds - I would sum them up as great performance, nice stable fit and superb value.I had ordered and returned over 10 different earbud models from other vendors (some cheaper, some more expensive) before I found these T6s from Tozo and am finally satisfied.! I have used these with my laptop and my mobile, I have used them for work phone & video calls and been out for two runs using them, during one of which I got caught in the rain.The sound quality is great, good base (but not too heavy which I like) and colleagues reported they could hear me well through the mic with no difference compared to my traditional wired headset. Key for me was the comfort and stability of the fit. The main reason I sent back the others I tried was that they either hurt my ears after a time or would fall out while I exercised ran, however I had neither of these problems with the Tozo T6s. I found the smallest of the 4 sets of earbuds provided the best fit for me, with 4 to choose from I",really like earbuds would sum great performance nice stable fit superb valuei ordered returned ten different earbud models vendors cheaper expensive found t6s tozo finally satisfied used laptop mobile used work phone video calls two runs using one got caught rainthe sound quality great good base heavy like colleagues reported could hear well mic difference compared traditional wired headset key comfort stability fit main reason sent back others tried either hurt ears time would fall exercised ran however neither problems tozo t6s found smallest four sets earbuds provided best fit four choose,5,Positive,2
98,These are amazing,amazing,"I have been using these for months and can say they are amazing. I was surprised by the sound quality, they are extremely good for the price. The durability of these EarPods have surprised me too as they have been used whilst exercising and were being used on a daily. The charge lasts for a long time for my usage and I can say it lasted longer than other larger branded EarPods that I have used. It comes with different ear cushions that you can choose from and I haven’t had these EarPods falling out of my ears either.The Bluetooth connectivity is practically instant and I had no issues setting this up. I also had no issue changing from one ear to the other or going from one EarPods to both. The Bluetooth automatically adjusts once you have set up the connectivity which is all but a click of a button on your device. It is well worth the buy and I’d be surprised if you were disappointed by these since these have been perfect.",using months say amazing surprised sound quality extremely good price durability earpods surprised used whilst exercising used daily charge lasts long time usage say lasted longer larger branded earpods used comes different ear cushions choose earpods falling ears eitherthe bluetooth connectivity practically instant issues setting also issue changing one ear going one earpods bluetooth automatically adjusts set connectivity click button device well worth buy would surprised disappointed since perfect,5,Positive,2
99,Life-Changing!!,lifechanging,"I confirm from the outset that I have only had these earphones for a day but OH MY GOODNESS I cannot believe I have not been using them all of this time!I was fed up of the wires of my earphones been tugged by my toddler and getting tangled up in my clothes/arms/everything(!!!) when I was out and about. I decided to try wireless earphones. I was overwhelmed by how many were on the market. I needed reliable, waterproof earphones which also had a mic and looked good. After much research I came across the T6's. I was very cautious about buying them because they were not manufactured by one of the big well known brands and were not reviewed on the various tech websites out there. I could not however ignore the overwhelmingly positive feedback they had on Amazon. So far, I have found the reviews to be accurate. These T6's look fantastic. They are super easy to set up. The sound quality is excellent. They are easy to operate. The charging case is adorable and small enough to transport around",confirm outset earphones day oh goodness cannot believe using timei fed wires earphones tugged toddler getting tangled clothesarmseverything decided try wireless earphones overwhelmed many market needed reliable waterproof earphones also mic looked good much research came across t6s cautious buying manufactured one big well known brands reviewed various tech websites could however ignore overwhelmingly positive feedback amazon far found reviews accurate t6s look fantastic super easy set sound quality excellent easy operate charging case adorable small enough transport around,5,Positive,2
